1.09562	0.11887	0.00558
1.02566	0.11232	0.00568
0.97959	0.10428	0.00577
1.00506	0.10721	0.00586
0.96385	0.09626	0.00596
1.04152	0.10014	0.00607
1.05169	0.09453	0.00617
1.08284	0.08805	0.00628
1.066	0.0854	0.0064
1.05544	0.08232	0.00646
0.85838	0.07008	0.00658
0.98269	0.07054	0.0067
1.0908	0.08324	0.00683
1.10337	0.08086	0.00694
1.16834	0.08233	0.00705
0.92577	0.06558	0.00716
0.9417	0.06425	0.00728
1.0253	0.06503	0.0074
0.95531	0.05787	0.00753
1.09702	0.06017	0.00766
1.13206	0.05854	0.0078
1.03228	0.05544	0.00787
0.90557	0.04774	0.00801
0.95868	0.0477	0.00816
0.90683	0.04411	0.00832
1.02995	0.04632	0.0084
0.87807	0.04069	0.00856
0.88179	0.03882	0.00873
0.86062	0.03712	0.00882
0.88475	0.03744	0.00891
0.68987	0.03053	0.00919
0.7103	0.02951	0.00938
0.77018	0.03017	0.00948
0.87584	0.03617	0.00965
1.00668	0.03786	0.00982
0.99639	0.03616	0.00998
0.97397	0.03473	0.01016
0.89996	0.03146	0.01034
0.80137	0.0283	0.01052
0.80362	0.02713	0.01072
0.78139	0.02555	0.01091
0.75315	0.02401	0.01112
0.74654	0.02346	0.01123
0.71757	0.02175	0.01145
0.71033	0.02065	0.01168
0.67146	0.0196	0.01179
0.71669	0.01946	0.01204
0.69122	0.01822	0.01229
0.70495	0.01802	0.01242
0.68885	0.01688	0.01269
0.70858	0.01654	0.01297
0.65643	0.01543	0.01312
0.6648	0.01485	0.01342
0.64881	0.01396	0.01373
0.65348	0.01365	0.0139
0.67021	0.01367	0.01406
0.63021	0.01258	0.01441
0.6579	0.01258	0.01459
0.64439	0.01191	0.01496
0.62078	0.01134	0.01515
0.58174	0.01061	0.01535
0.57273	0.01008	0.01577
0.57412	0.00986	0.01598
0.53441	0.01122	0.01639
0.54314	0.01112	0.01655
0.50644	0.01026	0.01703
0.47974	0.00985	0.0172
0.45419	0.0093	0.01754
0.42495	0.00882	0.01808
0.42435	0.00883	0.01827
0.37794	0.00827	0.01866
0.34363	0.0078	0.01906
0.30813	0.00731	0.01949
0.28845	0.00704	0.01971
0.26297	0.00664	0.02016
0.23206	0.00606	0.02063
0.23528	0.00649	0.02079
0.21436	0.00575	0.02088
0.20361	0.00578	0.02104
0.20216	0.00598	0.02113
0.18489	0.00528	0.02129
0.16401	0.00473	0.02155
0.1596	0.00534	0.02165
0.15031	0.00431	0.02182
0.13568	0.0043	0.02207
0.12198	0.00415	0.0222
0.12051	0.00392	0.0223
0.09861	0.00339	0.02254
0.0922	0.00358	0.02277
0.08208	0.00291	0.02303
0.07992	0.0033	0.02307
0.07523	0.0027	0.02328
0.07243	0.00323	0.02338
0.06083	0.00235	0.02354
0.0566	0.0022	0.02381
0.05071	0.00272	0.02402
0.04345	0.00247	0.02435
0.03464	0.00157	0.02464
0.03328	0.0015	0.02493
0.03851	0.0023	0.02505
0.02949	0.00135	0.02522
0.03203	0.00208	0.02541
0.02776	0.00127	0.02553
0.02697	0.0019	0.02578
0.02842	0.00121	0.02616
0.0274	0.00192	0.02617
0.02792	0.00116	0.02649
0.02842	0.00198	0.02656
0.02876	0.00115	0.02682
0.02775	0.00203	0.02697
0.02814	0.00111	0.02717
0.02826	0.00108	0.02752
0.02985	0.00107	0.02788
0.03048	0.00105	0.02825
0.03375	0.00107	0.02863
0.0324	0.00101	0.02903
0.03428	1E-3	0.02943
0.03257	9.43547E-4	0.02985
0.03322	9.22986E-4	0.03027
0.03358	8.91744E-4	0.03071
0.03181	8.35151E-4	0.03116
0.03157	7.99046E-4	0.03163
0.03183	7.73431E-4	0.03211
0.03039	7.84387E-4	0.03296
0.0303	7.36442E-4	0.0338
0.02909	6.75983E-4	0.03469
0.02864	6.50792E-4	0.03515
0.02776	6.20126E-4	0.03562
0.02638	5.64437E-4	0.0366
0.02501	5.16003E-4	0.03765
0.02334	4.81709E-4	0.03819
0.02198	4.51548E-4	0.03875
0.01949	4.10584E-4	0.03932
0.01847	3.86966E-4	0.03992
0.01554	3.42622E-4	0.04053
0.01332	3.07414E-4	0.04116
0.01075	2.67419E-4	0.04181
0.00844	2.2827E-4	0.04248
0.00652	1.93844E-4	0.04317
0.00509	1.65364E-4	0.04389
0.00384	1.392E-4	0.04463
0.00339	1.26278E-4	0.04539
0.00346	1.2357E-4	0.04618
0.00413	1.30791E-4	0.04701
0.00551	1.45995E-4	0.04786
0.0072	1.61686E-4	0.04874
0.00893	1.74287E-4	0.04965
0.01073	1.84678E-4	0.0506
0.01153	1.85754E-4	0.05159
0.01178	1.83204E-4	0.05261
0.01172	1.79033E-4	0.05368
0.01066	1.6824E-4	0.05479
0.00935	3.48941E-4	0.05539
0.00851	1.48396E-4	0.05595
0.0078	2.88236E-4	0.05636
0.00639	1.26958E-4	0.05716
0.00564	2.32715E-4	0.05738
0.00408	9.99008E-5	0.05842
0.00411	1.8909E-4	0.05842
0.00273	1.45419E-4	0.05951
0.00218	7.13535E-5	0.05974
0.00134	9.39845E-5	0.06064
0.00106	4.82562E-5	0.06112
5.08949E-4	6.59833E-5	0.06181
5.83475E-4	3.53189E-5	0.06256
5.44984E-4	5.74602E-5	0.06303
5.95644E-4	4.18125E-5	0.06388
5.78617E-4	5.65966E-5	0.06424
5.74156E-4	4.14423E-5	0.06506
8.94372E-4	6.32543E-5	0.06544
8.88034E-4	4.9195E-5	0.06628
0.00103	6.04665E-5	0.06668
0.00107	5.16134E-5	0.06755
0.00105	5.61183E-5	0.06797
0.00104	5.01796E-5	0.06887
0.00101	5.17344E-5	0.06931
9.39704E-4	4.84091E-5	0.07024
8.38853E-4	4.32452E-5	0.0707
7.65766E-4	4.43685E-5	0.07166
5.94719E-4	3.49309E-5	0.07215
5.62131E-4	3.75645E-5	0.07315
5.8558E-4	3.23234E-5	0.07367
4.95558E-4	3.46158E-5	0.0747
